"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","SEP_CATEGORY_CODE","SEP_CATEGORY_DESC","SEP_ID","SEP_TEXT","SEP_AMT"
"97645","08-2003-0131","47668","ERP","Environmental Restoration and Protection","4115","Inland shall, within 30 calendar days of receipt of this order, remit a certified check for $22,500, for deposit in the US EPA Region VIII/Ute Indian Tribe Escrow, to clean-up and permanently close the Chapoose Comercial oil Disposal Facility located on tribal trust land within the exterior boundaries of the Uintah and Ouray Indian Reservation. This phase of the project entails the removal, transportation and disposal of 4500 barrels (or 189,000 gallons) of waste oil from the Chapoose facility.","22500"
"102111","08-2003-0175","47350","EPP","Emergency Planning and Preparedness","3085","This SEP involves the purchase of protective gear and oil spill containment and recovery equipment for use by the Brookings and Volga Fire Departments and the Emergency Management Department in Brookings County.","6889.75"
"104306","08-2003-0192","47911","ETM","Pollution Prevention/Equipment-Technology Modification","3839","This SEP includes the implementation of either one or a combination of 2 components intended to enable Respondent to achieve compliance with the MACT standard 2 years in advance of the applicable regulatory compliance deadline. Component 1 includes performance of a Pollution Prevention Assessment (P2 Study) to assess the feasibility of reducing use of hazardous air pollutants (HAPs) at the facility; implementation of the recommendations and findings of the P2 Study to the maximum degree feasible; contractor-provided training of Respondent's employees in the handling, application and substitution of new materials and in the use of new HAP reduction equipment installed pursuant to implementing Component 2 of the SEP; and implementation of the Environmental Management Information System (EMIS). Component 2 of this SEP includes installation of new HAP reduction equipment, e.g., paint-application and other equipment intended to reduce the use of HAP-containing materials through nore efficient application and use; and installation of air pollution control equipment, including concentrators, thermal oxidizers and catalytic oxidizers.","64412.5"
"104410","08-2003-0196","47939","ERP","Environmental Restoration and Protection","4258","RIM shall remit a cashier's or certified check in the amount of $12,026 for deposit in to the US EPA, Region VIII/The Ute Indian Tribe Escrow, to clean-up and permanently close the Chapoose Commercial Oil Disposal Facility, located on tribal trust land within the exterior boundaries of the Uintah and Ouray Indian Reservation, Duchesne County, Utah. These funds will be used in a particular phase of the clean-up called  Management of Waste Oil Pits . This phase of the project entails the removal, transportation and disposal of waste oil from the Chapoose facility.","12026"
"104597","08-2003-0208","48046","EPP","Emergency Planning and Preparedness","2967","Respondent shall undertake the performance of a SEP that shall entail either the design and installation of 1) anammonia dispersion ( Quench ) system to prevent future releases of anhydrous ammonia; 2) a computerized monitoring system to detect and control releases of anhydrous ammonia; or 3) a combination of 1 and 2 above.","40000"
"104860","08-2003-0218","48108","EPP","Emergency Planning and Preparedness","2980","This SEP involves the purchase by Respondent of 100  First Responder Kits  providing personal protection for emergency responders in Natrona County, Wyoming. The cost of these kits, including packaging and shipment, is approximately $81.90 per kit.","10914"
"104985","08-2003-0223","48170","PRD","Pollution Reduction","3490","Replace 40 mercury vapor street lights with high pressure dark sky compliance sodium fixtures.","10200"
"105122","08-2003-0232","48224","ERP","Environmental Restoration and Protection","4053","EOG shall remit a cashiers or certified check in the amount of $77,500 for deposit into EPA's Region VIII/The Ute Indian Tribe Escrow, to clean up and permanently close the Chapoose Comercial Oil Disposal Facility, located on tribal trust land within the exterior boundaries of the Uintah and Ouray Indian Reservation, Utah. This phase of the project entails the removal, transportation and disposal of waste oil from the Chapoose Facility.","77500"
"108926","08-2004-0013","51658","PRD","Pollution Reduction","4442","Mid America Steel is working with River Keepers, a non-profit organization. River Keepers mission is to advocate sustainable use of the Red River of the North. River Keepers is working to develop a  Living Laboratory .  The Living Lab site is on 1500 feet of Red River shoreline. The site has been significantly altered from its original condition by extensive tree harvesting and sheep grazing. The Living Lab will be a riverfront restoration demonstration project. The restoration will help reduce runoff and the resulting pollution of the Red River. Mid America Steel proposes to support this project by giving $8,008 to the Red River Basin Riparian Project who will manage the restoration of the site for River Keepers.","8008"
"113444","08-2004-0059","49879","EPP","Emergency Planning and Preparedness","3678","Cenex Pipeline, LLC will purchase oil spill containment equipment and deliver that equipment to the Dawson County LEPC. The oil spillcontainment equipment would increase the resources available directly to the LEPC to respond to oil spills on area waters.","86250"
"113448","08-2004-0060","600013683","ERP","Environmental Restoration and Protection","600002687","DOC shall conduct SEPS which will be the equivalent of one inmate work crew of ten people and one supervising guard working 408 8-hour days over a period of 4 years. The SEPS fall into the following categories: river-bottom management, exotic plant and noxious weed removal, erosion control, tire recycling, habitat reclamation, and inland waterway cleanup.","225000"
"115234","08-2004-0066","50807","EPP","Emergency Planning and Preparedness","4113","Respondent shall perform a SEP involving the installation of an automatic alarm/dialing system designed to provide notice to response authorities of any future releases of anhydrous ammonia from Respondent's facility.","11000"
"120594","08-2004-0100","54397","PBH","Public Health","5722","Respondent agrees to purchase personal protective gear and oil spill equipment for use by the Town of Poplar in their water, sewer, garbage, and fire departments serving Poplar, Montana.","7069.4"
"120597","08-2004-0102","54287","PBH","Public Health","5744","Purchase emergency response equipment for Northeast Montana Health Services, Inc., a non-profit corporation, and Poplar Fire Department, which serves Poplar and Wolf Point, Mt. to respond to oil spills.","16250"
"122458","08-2004-0130","51537","PRD","Pollution Reduction","4383","Respondent shall perform an asphalt-paving SEP to mitigate fugitive dust, including mercury and lead particulate, along a material handling haul road approximately 40 feet wide by 440 feet in length at the facility.","23550"
"130118","08-2004-0204","54928","ERP","Environmental Restoration and Protection","6025","This SEP involves the removal from service with proper disposal of at least 5 PCB oil-containing electrical equipment to include transformers and electric switches currently in use and conforming to all applicable law at a cost of at least $52,000.","52000"
"130188","08-2004-0206","57780","ERP","Environmental Restoration and Protection","6968","Respondent proposes to field test all of its transformers over a multi-year period. Specifically, Respondent will test between 250 and 500 transformers per year. Respondent proposes to change out any transformers found to contain PCBs at a concentration greater than 50 ppm.","8500"
"130869","08-2004-0218","55956","PBH","Public Health","6421","This SEP involves collecting drinking water samples twice from 14 nearby private water wells and comparing the samples' analytical results with a water sample collected from its waste water evaporation pond located at its North Crescent Road facility.","7105"
"141881","08-2005-0051","54923","ETM","Pollution Prevention/Equipment-Technology Modification","6067","This SEP involves the purchase by Respondent of two laptop computers. One computer will be provided to the Moab Hazardous Materials Team and the second one to the Grand County Health Department. The estimated cost of these two computers in $5,800.
Respondent shall expend at least $5,775 on the SEP.","5775"
"148683","08-2005-0085","60010","ERP","Environmental Restoration and Protection","7949","Respondent will commence an aggressive eradication of targeted areas that contain Spotted Knapweek, Russian Knapweed, and Canadian Thistle, using the labor of the Southwest Youth Corps.","5490"
"150243","08-2005-0110","56526","EPP","Emergency Planning and Preparedness","6620","This SEP involves the purchase by Respondent of five Gateway M460E laptop computers which will provide fire, police, emergency medical personnel, and emergency management personnel access to critical geographical information, chemical databases, and incident status information during an emergency incident. These laptops will also assist with emergency planning and response coordination efforts with federal, state, and regional responders during multi-jurisdictional incidents.","10560"
"152405","08-2005-0126","60672","PBH","Public Health","8388","This SEP involves the purchase of PVC pipe for drinking water pipeline projects in the Town of Browning.","30414"
"154380","08-2005-0137","57485","EPP","Emergency Planning and Preparedness","6822","This SEP involves the purchase of 6 Dell Latitude D610 Series laptop computers for the Utah Division of Emergency Services and Homeland Security. This equipment will allow Utah DESHS access to critical geographical information, chemical databases, and incident status information during an emergency incident.","16012"
"155915","08-2005-0166","57736","ECP","Environmental Compliance Promotion","6964","SEP #1 - Respondent will conduct a Biosolids Workshop, open to State Municipalities, Special Districts, and Commercial biosolid applicators and will be free to all participants.","25000"
"155915","08-2005-0166","57736","ERP","Environmental Restoration and Protection","6965","SEP #2 - Respondent will restore a section of the little Dry Creek. This involves cleaning, regrading and stabilization of the channel, along with erosion control.","50000"
"160399","08-2005-0221","58570","EPP","Emergency Planning and Preparedness","7261","This SEP involves the purchase by Respondent of one MSA Evolution 5200 Thermal Camera which will be used during an incident for initial size-up and scene assessment, determing entry and ventilation points, locating spilled or leaking products, measuring amount of product in a vessel, and determining spill areas as well as locating the seat of a fire and fire extension.","9900"
"173206","08-2006-0073","1400005092","PRD","Pollution Reduction","1400001081","Respondent will install a geodesic dome fixed roof over gasoline storage tank to reduce VOC and HAP emissions","405000"
"175591","08-2006-0080","600009218","PRD","Pollution Reduction","600002765","Utah: Reduce PM emissions by improving roads heavily used by    trucks.","100000"
"178744","08-2006-0082","61478","ERP","Environmental Restoration and Protection","8694","Respondent agrees to unertake the SEP which is to aid Canon City Area Recreation and Park District in the development of constructing a large wetland and water body by performing excavation, dirt work, and construction.","75000"
"600002549","08-2006-0133","600009900","ETM","Pollution Prevention/Equipment-Technology Modification","600002153","Within 30 days of receipt of the final order, Respondent shall have deposited into the Jefferson County Local Emergency Planning Committee's bank account $25,000. The LEPC shall purchase communication and computer equipment for its incident command vehicle and provide training on said equipment.","25000"
"600007182","08-2006-0152","2600008360","ERP","Environmental Restoration and Protection","3000000280","Lafarge shall execute a conservation easement to protect approximately 24.195 acres of land in Adams County. ","950000"
"600029881","08-2007-0050","1800000558","ETM","Pollution Prevention/Equipment-Technology Modification","1800001121","Purchase, installation, and operation of a telemetry system that will enable the Band to monitor the water level in the storage tank and alert the Operator of low water levels prior to the tank running dry.","3750"
"600048247","08-2007-0100","1400007333","PBH","Public Health","1400001680","Design, install,operate a Class II Underground Injection Well for produced water. Shale plate dirt roads, both to reduce truck traffic and road dust. ","200000"
"600061804","08-2007-0157","1000000260","ERP","Environmental Restoration and Protection","1000000060","Respondents will perform work at the following injection well. They will investigate the mechanical integrity status of and attempt to restore mechanical integrity to the Phillip Red Eagle #2-25 well, long abandoned by Roosevelt Disposal, Inc. Respondents shall determing the cause of the loss of mechanical integrity.","25923"
"600066599","08-2007-0208","600014615","ERP","Environmental Restoration and Protection","1000000120","Respondent shall test at least 450 transformers hanging on ples within its service area over the course of 24 months. Respondent estimates that the cost of testing each transformer will be $55.05. Further, if any transformer tested contains more than 50 ppm PCBs, Respondent shall remove it from service and replace it with a transformer that does not contain PCBs.","19818"
"600066646","08-2007-0211","600014145","ERP","Environmental Restoration and Protection","600002747","Respondent shall perform a SEP that involves further enhancing a City Oxbow wetland preservation and protection project. The SEP shall include planting of native trees, grasses, shrubs, stream bank stabilization, trail construction and educational displays","10500"
"600077104","08-2008-0024","1000001085","ETM","Pollution Prevention/Equipment-Technology Modification","1000000240","The Tribe agrees to (1) purchase and install Automatic Tank Gauge (ATG) systems and sensors to sense the interstice of the tanks and piping sumps for the Highway 8, White Shield Ree, and MEC Store community facilities.","30000"
"1000002563","08-2008-0112","1400002816","PPM","Pollution Prevention/Process-Procedure Modification","1400000680","This SEP consist of Respondent purchasing and operating refregerant recovery equipment at its place of business.","15446"
"1400001139","08-2008-0209","1400000186","EPP","Emergency Planning and Preparedness","1400000204","Machii-Ross will provide $6,855 to the Fort Lupton Fire Department to enhance their spill response programs.","6855"
"1400005607","08-2008-0232","3400018270","PRD","Pollution Reduction","3400002961","The City will install, operate, and maintain a hydrodynamic separator or similar device(s) to treat stormwater within the Citys storm sewer system from an area south of the water treatment plant. A hydrodynamic separator is a flow-through treatment device that separates and retains pollutants from stormwater. Removed pollutants may include, but are not limited to, solids, oil and grease, and trash. Maintenance activities will include removal and proper disposal of pollutants at a frequency sufficient to maintain the designed operating efficiency of the hydrodynamic separator.","125000"
"1400006883","08-2008-0236","1400001241","EPP","Emergency Planning and Preparedness","1400000205","Machii-Ross will provide to the Frederick-Firestone Fire Protection District equipment to enhance their oil spill response.","20818"
"1400007715","08-2008-0250","1400001308","ECP","Environmental Compliance Promotion","1400000213","This SEP requires Respondent to develop/implement lead based training module and written materials for training apartment managers and property owners. Includes training sessions.","2205"
"1400008969","08-2008-0257","1400002941","ETM","Pollution Prevention/Equipment-Technology Modification","1400000740","Respondent shall perform a SEP that involves retro-fillting, with non-PCB material, two transformers that have tested over 50 ppm of PCBs","8100"
"1400018761","08-2009-0026","1400002823","IPR","Pollution Prevention/In-Process Recycling","1400000681","Respondent shall perform a SEP that involves the development of a Sustainable Development Program designed to promote environmental sustainability. Respondent shall create a Material Acceptance Policy to evaluate the scrap metal streams and identify certain materials that are unacceptable, and provide a written plan that defines what Respondent can and cannot receive; and also implement a Pollution Prevention Plan which includes increased employee training, and audits for all facility processes to identify possible waste stream improvements.","8925"
"1400037480","08-2009-0079","3400010586","PRD","Pollution Reduction","3400002722","CHEVRON WILL PAY FOR PART OF THE COST OF FOUR NEW COMPRESSED NATURAL GAS (CNG) SCHOOL BUSES FOR THE JORDAN SCHOOL DISTRICT IN SALT LAKE CITY.","100000"
"1400041739","08-2009-0089","1800003027","ETM","Pollution Prevention/Equipment-Technology Modification","1800000602","Respondent shall perform a SEP that will consist of the installation of a flare device on the outlet of its Brundage Canyon Gas Plant. This flare device will capture well casing gas that otherwise may be vented into the atmosphere.","114000"
"1800017033","08-2009-0183","1800002222","PRD","Pollution Reduction","1800000661","Respondent shall destroy all remaining controlled substances and conduct an environmental evaluation of their business.","4862"
"1800017382","08-2009-0185","1800002336","ETM","Pollution Prevention/Equipment-Technology Modification","1800000381","Respondent shall perform a SEP that involves the replacement of the one remaining transformer at the college that contains PCB-contaminated oil. This transformer will be replaced with a PCB-free transformer.","4110"
"1800033083","08-2009-0224","1800018079","EPP","Emergency Planning and Preparedness","1800001961","The SEP consists of purchasing a spill response trailer that will be available for responders in the lower Clark Fork watershed. The trailer will be outfitted with booms, anchors, tools, rope, drum liners, safety equipment, first air equipment, and additional materials for deployment.","28125"
"1800072843","08-2010-0028","1800017033","EEC","Pollution Prevention/Energy Efficiency-Conservation","1800001741","Respondant shall provide a description of the SEP, and shall perform a SEP that involves an independant evaluation of the Respondant's compliance status with environmental requirements. The SEP shall include an independant review of processes and operations designed to identify banned substances and may address additional environmental concerns, but not limited to: energy conservation, waste reduction, and pollution prevention.","4939"
"2200009817","08-2010-0151","2200001970","PRD","Pollution Reduction","2200000541","Installation of Activated Carbon Injection System and possibly Reaction Chamber at Pacific States facility, to reduce mercury reductions.","1000000"
"2200017364","08-2010-0185","2600000832","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","2600000161","Arrange and deliver 10 Risk Management Program training workshops.","9180"
"2200017364","08-2010-0185","2600000832","ECP","Environmental Compliance Promotion","2600000162","Remove anhydrous ammonia and all asociated vessels from CHS Garretson facility, and any new location will be a least 1 mile from public receptor.","13500"
"2200017419","08-2010-0187","2600002073","ECP","Environmental Compliance Promotion","2600000340","#1 - Arrange for the delivery of two ammonia safety/Risk Management Plan training workshops for first responders, the public and regulated industry.","1800"
"2200017419","08-2010-0187","2600002073","EPP","Emergency Planning and Preparedness","2600000341","#2 - Respondent shall made arrangements for a thrid party to conduct a regularory compliance audit of all nurse tanks owned by the Respondent. The audit will consist of a review of all applicable regulations and standards, ensuring all nurse tanks at5 locations meet these regulations.","11200"
"2200017440","08-2010-0189","2600002074","ERP","Environmental Restoration and Protection","2600000342","Respondent will purchase one 250-gallon Spill Containment Foam Unit for the Kenmare Fire Department which has jurisdiction over the facility. ","17000"
"2200017586","08-2010-0191","2600002075","ECP","Environmental Compliance Promotion","2600000343","Respondent will hire an approved third party to conduct environmental compliance audits at five facilities. These audits will consist of an independent evaluation of the compliance status with all applicable environmental regulations and safety requirements.","22500"
"2200041770","08-2011-0031","2200003935","PRD","Pollution Reduction","2600000200","Respondent will purchase and operate refrigerant recovery equipment at place of business.","3077"
"2600041646","08-2011-0120","3400001755","RMS","Pollution Prevention/Raw Materials Substitution","3400000760","WOODSTONE CHANGEOUT PROGRAM","150000"
"3000026408","08-2012-0060","3000003660","ETM","Pollution Prevention/Equipment-Technology Modification","3600003943","Monitoring Stations","235000"
"3400036903","08-2013-0001","3400001215","EPP","Emergency Planning and Preparedness","3400000260","Purchase 8 sets of  bunker gear  (personal protective equipment) for the Colorado River Fire Rescue Authority.","16260"
"3400037027","08-2013-0015","3400000839","ECP","Environmental Compliance Promotion","3600002365","Certification of Compliance due within 120 days or by 2/28/13","0"
"3400083151","08-2013-0032","3400003036","OTH","Other Program Specific SEP","3600002364","No description","0"
"3400113852","08-2013-0041","3400004822","ECP","Environmental Compliance Promotion","3600002368","Compliance Reports 5/8/13","0"
"3400113855","08-2013-0042","3400004823","EPP","Emergency Planning and Preparedness","3600002361","Compliance report due 05/08/13","0"
"3400114785","08-2013-0044","3400005001","OTH","Other Program Specific SEP","3600002363","Compliance Reports due 10/01/13","0"
"3400113858","08-2013-0045","3400004824","OTH","Other Program Specific SEP","3600002362","Compliance due 10/01/13 ","0"
"3400133185","08-2013-0086","3400006908","ECP","Environmental Compliance Promotion","3600002366","COMPLIANCE","0"
"3400158059","08-2013-0114","3400008771","ECP","Environmental Compliance Promotion","3600002367","COMPLIANCE","0"
"3400169543","08-2013-0150","3600012221","AAD","Assessments and Audits","3600002081","Pressurized liquid sampling study to improve the reliability of hydrocarbon liquids sampling and analysis procedures","1000000"
"3400169543","08-2013-0150","3600012221","PRD","Pollution Reduction","3600002080","Wood Stove change out program","1000000"
"3400255869","08-2014-0058","3400018920","ETM","Pollution Prevention/Equipment-Technology Modification","3400003381","The Respondent agreed to provide a submersible sludge pump and hoses to the Towns POTW treatment plant at a minimum cost of $18,822.55.  The purchase of a submersible pump will allow the Town to pump smaller quantities of sludge more frequently.  The Town currently rents a heavy diesel powered pump and has to hire a hauling company every three months to bring it out on a trailer each time it needs to pump sludge.  By owning its own pump and hydraulic drive, the Town will run the POTW treatment plant at more consistent concentrations of biosolids, which will improve the quality of water discharged.  By operating the POTW in this manner the Town can reduce discharges of TSS, BOD and E. coli.  The Town will also reduce its use of chemicals.  ","18822.55"
"3600170873","08-2014-0144","3600017203","AAD","Assessments and Audits","3600002261","Respondent shall retain a qualified contractor to develop a restoration plan for a sub-basin watershed located within the greater Spring Creek watershed on the Southern Ute Indian Reservation where a dual phase production water and compressed natural gas leak occurred.","50000"
"3600405826","08-2015-0139","3600081214","ETM","Pollution Prevention/Equipment-Technology Modification","3600007403","Install a system flare, not otherwise required by permits or law, at the Rabbit Gulch gas compressor station in Duchesne County, Utah.","387500"
"3600794637","08-2016-0072","3600139208","ETM","Pollution Prevention/Equipment-Technology Modification","3600008043"," Salt Lake City Fire Department and the South Davis County Metro Fire Department will
receive a total of approximately $500K of equipment, including instruments to identify gas and
chemical leaks.","510090"
"3600803994","08-2016-0080","3600036974","IPR","Pollution Prevention/In-Process Recycling","3600003623","Develop and implement a junk vehicle recycling program on the Fort Peck Indian Reservation.","17272"
"3600833002","08-2016-0125","3600038798","EPP","Emergency Planning and Preparedness","3600003823","SAFETY UPGRADE PROJECT","129900"
"3601055117","08-2017-0051","3600048003","EPP","Emergency Planning and Preparedness","3600004763","Purchase a 2017 crew XP 1000 EPS cab North Star Ranger with optional tracks for the Billings County LEPC for spill response. ","31870"
"3601164526","08-2017-0070","3600054844","OTH","Other Program Specific SEP","3600005423","Lead-based paint testing and abatement","18000"
"3601339998","08-2018-0005","3600072746","EPP","Emergency Planning and Preparedness","3600006164","The SEP requires Crestwood to provide and deliver emergency response equipment to the Three Affiliated Tribes to respond to oil and gas spills. ","173088"
"3601460181","08-2018-0046","3600124532","AAD","Assessments and Audits","3600007884","The SEP will consist of developing and implementing an environmental compliance audit program.","50000"
"3601600015","08-2018-0083","3600110291","EPP","Emergency Planning and Preparedness","3600007364","Fire Department Response Equipment and Emergency Responder Training SEP","114387"
"3601863008","08-2018-0099","3600258586","OTH","Other Program Specific SEP","3600012003","School Bus Replacement","2000000"
"3601844267","08-2019-0042","3600144121","PRD","Pollution Reduction","3600008323","Phillips 66 must purchase at least two buses (60- or 72-passenger) model year 2018 or 2019. ","220000"
"3601930930","08-2019-0060","3600170700","PRD","Pollution Reduction","3600008784","Cathode Ray Tube Electronic waste collection and recycling in El Paso County, Colorado.","41000"
"3603664280","08-2023-0109","3600392465","ETM","Pollution Prevention/Equipment-Technology Modification","3600015024","The SEP will consist of reducing pollution by funding infrastructure that will reduce sanitary sewer overflows in wastewater collection systems and improve the treatment ability of wastewater treatment systems on the Reservation. ","35709.75"
"3603709428","08-2023-0131","3600402329","EPP","Emergency Planning and Preparedness","3600015223","For the purchase of emergency response equipment to mitigate potential damage and reduce potential risks to local communities","240000"
"3604077453","08-2024-0166","3600487872","EPP","Emergency Planning and Preparedness","3600017143","emergency planning and preparedness 
Supplemental Environmental Project in the amount of $45,000 to settle the violation","45000"
"3604123778","08-2024-0235","3600497615","ETM","Pollution Prevention/Equipment-Technology Modification","3600017623","Installation of an advanced control, detection, and automatic shut-down system, and a backup generator, to ensure the system remains running in the event of a power outage to prevent pressure buildup which could lead to a release of anhydrous ammonia.","250000"
"3604250748","08-2025-0024","3600503104","ECP","Environmental Compliance Promotion","3600018200","The SEP will consist of an educational seminar provided to county and municipal governments of Utah and construction contractors about the legal requirements for construction in waters of the U.S. under the CWA.","30000"
"52135","09-1988-0009","37404","PPM","Pollution Prevention/Process-Procedure Modification","1482",,
"52135","09-1988-0009","37404","RMS","Pollution Prevention/Raw Materials Substitution","1482",,
"52135","09-1988-0009","37404","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","1482",,
"52135","09-1988-0009","37404","PPO","Pollution Prevention","1482",,
"52135","09-1988-0009","37404","ERP","Environmental Restoration and Protection","1482",,
"52135","09-1988-0009","37404","OTH","Other Program Specific SEP","1482",,"2000000"
"52206","09-1990-0019","37479","IPR","Pollution Prevention/In-Process Recycling","1483",,
"52206","09-1990-0019","37479","PPO","Pollution Prevention","1483",,
"52206","09-1990-0019","37479","PRD","Pollution Reduction","1483",,
"52206","09-1990-0019","37479","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","1483",,
"52207","09-1990-0020","37480","EEC","Pollution Prevention/Energy Efficiency-Conservation","1484","THE SEP INVOLVED CONSTRUCTION AND OPERATION OF TERTIARY SANDFILTERS AT THE BURBANK WWTP IN ORDER TO INCREASE THE QUALITYOF THE WASTEWATER DISCHARGED FOR REUSE.                     ",
"52207","09-1990-0020","37480","PPO","Pollution Prevention","1484","THE SEP INVOLVED CONSTRUCTION AND OPERATION OF TERTIARY SANDFILTERS AT THE BURBANK WWTP IN ORDER TO INCREASE THE QUALITYOF THE WASTEWATER DISCHARGED FOR REUSE.                     ","2100000"
"52229","09-1990-0042","37499","PPO","Pollution Prevention","1485",,
"52229","09-1990-0042","37499","ERP","Environmental Restoration and Protection","1485",,
"52229","09-1990-0042","37499","IPR","Pollution Prevention/In-Process Recycling","1485",,
"52251","09-1991-0022","37515","PPM","Pollution Prevention/Process-Procedure Modification","1486","BETTER OPERATION OF TREATMENT/DIRECTION OF UNTREATED LOW-   LEVEL FLOWS TO TREATMENT WATER REUSE                        ",
"52251","09-1991-0022","37515","IPR","Pollution Prevention/In-Process Recycling","1486","BETTER OPERATION OF TREATMENT/DIRECTION OF UNTREATED LOW-   LEVEL FLOWS TO TREATMENT WATER REUSE                        ",
"52251","09-1991-0022","37515","PPO","Pollution Prevention","1486","BETTER OPERATION OF TREATMENT/DIRECTION OF UNTREATED LOW-   LEVEL FLOWS TO TREATMENT WATER REUSE                        ",
"52260","09-1991-0033","37524","PBH","Public Health","1487",,
"52260","09-1991-0033","37524","PRD","Pollution Reduction","1487",,
"52260","09-1991-0033","37524","OTH","Other Program Specific SEP","1487",,
"52318","09-1992-0043","37581","PPO","Pollution Prevention","1488",,
"52362","09-1992-0088","37621","OTH","Other Program Specific SEP","1489",,
"52396","09-1992-0122","37649","ERP","Environmental Restoration and Protection","1490",,
"52417","09-1992-0146","37665","PRD","Pollution Reduction","1491","WATER USE REDUCTION                                         ",
"52446","09-1993-0029","37693","PBH","Public Health","1492","STABILIZATION AND RECLAMATION OF INACTIVE TAILINGS IMPEDEMENTS IMPOUNDMENTS RESULTING FROM HISTORIC COPPER ORE MILLING OPERATIONS AT THE MINE.                                      ",
"52446","09-1993-0029","37693","ERP","Environmental Restoration and Protection","1492","STABILIZATION AND RECLAMATION OF INACTIVE TAILINGS IMPEDEMENTS IMPOUNDMENTS RESULTING FROM HISTORIC COPPER ORE MILLING OPERATIONS AT THE MINE.                                      ",
"52448","09-1993-0031","37695","PPO","Pollution Prevention","1493","RINSE WATER REUSE THROUGH THE INSTALLATION OF A VACUUM      EVAPORATORWHICH RESULTED IN THE ELIMINATION OF ALL WASTE-   WATER DISCHARGES TO THE SEWERS.  POST DISCHARGES WERE       3,500 GAL.                                                  ","140000"
"52448","09-1993-0031","37695","IPR","Pollution Prevention/In-Process Recycling","1493","RINSE WATER REUSE THROUGH THE INSTALLATION OF A VACUUM      EVAPORATORWHICH RESULTED IN THE ELIMINATION OF ALL WASTE-   WATER DISCHARGES TO THE SEWERS.  POST DISCHARGES WERE       3,500 GAL.                                                  ",
"52468","09-1993-0054","37714","ECP","Environmental Compliance Promotion","1494","PRODUCE BROCHURES ON PROPER ASBESTOS HANDLING FOR COUNTY    CONTRACTORS                                                 ","5800"
"52478","09-1994-0010","37725","ECP","Environmental Compliance Promotion","1495","SANTA MONICA BAY RESTORATION PROJECT FUNDING                ","10000"
"52480","09-1994-0012","37727","PRD","Pollution Reduction","1496","SEP INCLUDES SUCH ITEMS AS: 1) REDUCE F001-5 GENERATION BY  25,000 LBS, 2) IMPROVE HANDLING/SPILL CONTROL AT 155 GENERATION AREAS, 3) 40 HR TRAINING FOR 600 PEOPLE, 4) AUDIT       SUBSTITUTE/TRACK ALL CHEMICALS FOR 400-500 WORKERS, ETC.    ",
"52480","09-1994-0012","37727","AAD","Assessments and Audits","1496","SEP INCLUDES SUCH ITEMS AS: 1) REDUCE F001-5 GENERATION BY  25,000 LBS, 2) IMPROVE HANDLING/SPILL CONTROL AT 155 GENERATION AREAS, 3) 40 HR TRAINING FOR 600 PEOPLE, 4) AUDIT       SUBSTITUTE/TRACK ALL CHEMICALS FOR 400-500 WORKERS, ETC.    ",
"52480","09-1994-0012","37727","OTH","Other Program Specific SEP","1496","SEP INCLUDES SUCH ITEMS AS: 1) REDUCE F001-5 GENERATION BY  25,000 LBS, 2) IMPROVE HANDLING/SPILL CONTROL AT 155 GENERATION AREAS, 3) 40 HR TRAINING FOR 600 PEOPLE, 4) AUDIT       SUBSTITUTE/TRACK ALL CHEMICALS FOR 400-500 WORKERS, ETC.    ",
"52480","09-1994-0012","37727","IHO","Pollution Prevention/Improved Housekeeping/O&M, Training, Inventory Control","1496","SEP INCLUDES SUCH ITEMS AS: 1) REDUCE F001-5 GENERATION BY  25,000 LBS, 2) IMPROVE HANDLING/SPILL CONTROL AT 155 GENERATION AREAS, 3) 40 HR TRAINING FOR 600 PEOPLE, 4) AUDIT       SUBSTITUTE/TRACK ALL CHEMICALS FOR 400-500 WORKERS, ETC.    ",
"52480","09-1994-0012","37727","ETM","Pollution Prevention/Equipment-Technology Modification","1496","SEP INCLUDES SUCH ITEMS AS: 1) REDUCE F001-5 GENERATION BY  25,000 LBS, 2) IMPROVE HANDLING/SPILL CONTROL AT 155 GENERATION AREAS, 3) 40 HR TRAINING FOR 600 PEOPLE, 4) AUDIT       SUBSTITUTE/TRACK ALL CHEMICALS FOR 400-500 WORKERS, ETC.    ",
"52480","09-1994-0012","37727","PPM","Pollution Prevention/Process-Procedure Modification","1496","SEP INCLUDES SUCH ITEMS AS: 1) REDUCE F001-5 GENERATION BY  25,000 LBS, 2) IMPROVE HANDLING/SPILL CONTROL AT 155 GENERATION AREAS, 3) 40 HR TRAINING FOR 600 PEOPLE, 4) AUDIT       SUBSTITUTE/TRACK ALL CHEMICALS FOR 400-500 WORKERS, ETC.    ",
"52480","09-1994-0012","37727","IPR","Pollution Prevention/In-Process Recycling","1496","SEP INCLUDES SUCH ITEMS AS: 1) REDUCE F001-5 GENERATION BY  25,000 LBS, 2) IMPROVE HANDLING/SPILL CONTROL AT 155 GENERATION AREAS, 3) 40 HR TRAINING FOR 600 PEOPLE, 4) AUDIT       SUBSTITUTE/TRACK ALL CHEMICALS FOR 400-500 WORKERS, ETC.    ",
