"ACTIVITY_ID","CASE_NUMBER","ENF_CONCLUSION_ID","ENF_CONCLUSION_NMBR","ENF_CONCLUSION_ACTION_CODE","ENF_CONCLUSION_NAME","SETTLEMENT_LODGED_DATE","SETTLEMENT_ENTERED_DATE","SETTLEMENT_FY","PRIMARY_LAW","REGION_CODE","ACTIVITY_TYPE_CODE","FED_PENALTY_ASSESSED_AMT","STATE_LOCAL_PENALTY_AMT","SEP_AMT","COMPLIANCE_ACTION_COST","COST_RECOVERY_AWARDED_AMT"
"3000021897","02-2012-1201","3000002725","1","APO","E.I. DuPont de Nemours and Company",,"05/09/2012","2012","CAA","02","AFR","165000",,,"2000",
"3000022638","03-2012-0091","3000002861","1","APO","TRANSPRINT USA, INC",,"05/03/2012","2012","RCRA","03","AFR","35000",,,"150000",
"2200019526","09-2010-3019","3000000462","1","APO","Jipangu International, Inc. dba Florida Canyon Mine & Standard Mine",,"11/07/2011","2012","EPCRA","09","AFR","105000",,,"0",
"3000024984","05-2012-5024","3000003445","1","ACO","BABCOCK AND WILCOX POWER GENERATION GROUP, INC",,"05/23/2012","2012","CAA","05","AFR",,,,"59000",
"3000009228","10-2012-0116","3000002900","1","APO","American Property Management Corporation",,"05/21/2012","2012","TSCA","10","AFR","10000",,,"150",
"3000020604","02-2012-7948","3000002244","1","APO","Borough of Totowa - West End Pumping Station et al.",,"05/14/2012","2012","RCRA","02","AFR","210",,,"200",
"3000026040","04-2012-3771","3000003560","1","ACO","VERMICULITE EXFOLIATION SITE, GAO 013 (W.R. GRACE & CO.)",,"04/13/2012","2012","CERCLA","04","AFR",,,,"1691000",
"3000026178","06-2012-1816","3000003585","1","ACO","Highland Homes, Ltd (TXR15MR44)",,"06/05/2012","2012","CWA","06","AFR",,,,"15000",
"600015080","05-2006-0745","3000001194","1","CDC","DELPHI AUTOMOTIVE - BANKRUPTCY (CERCLA)","11/04/2011","11/17/2011","2012","CERCLA","05","JDC",,,,"0","857582.52"
"57372","HQ-1998-0301","3000003787","2","JOA","VOLVO TRUCK CORPORATION","06/04/2012","06/04/2012","2012","CAA","HQ","JDC","57300512","14325128",,"0",
"3000030090","06-1991-0999","3000004161","1","AAO","Formosa Plastics Corporation, Texas06-2012-0938 ",,"02/27/1991","1991","RCRA","06","AFR",,,,"15000000",
"3000031123","06-2012-2715","3000004480","1","APO","Liberty Plantation LLC, dba Eagle Falls",,"06/19/2012","2012","CWA","06","AFR","4000",,,"0",
"3000032523","02-2012-3122","3000004901","1","ACO","Municipality of Culebra",,"06/22/2012","2012","CWA","02","AFR",,,,"10500",
"3000031178","04-2012-5126","3000004902","1","APO","FLAGSHIP AQUA YACHT, LLC",,"06/19/2012","2012","CWA","04","AFR","17782",,,"234338.23",
"3000022719","03-2012-0125","3000002882","1","APO","SPRINGFIELD PETROLEUM REALTY (NY AVE EXXON)",,"04/27/2012","2012","CAA","03","AFR","1400",,,"200",
"3000026177","01-2012-9031","3000003584","1","NOD","ALLEGRO MICOSYSTEMS INC",,"06/04/2012","2012","EPCRA","01","AFR",,,,"1257",
"2600048620","02-2011-5205","3000003844","1","APO","San-Mar Laboratories",,"06/05/2012","2012","FIFRA","02","AFR",,,,"1000",
"3000028533","06-2012-1820","3000003883","1","ACO","Socorro, City of",,"06/05/2012","2012","CWA","06","AFR",,,,"0",
"3000029066","04-2012-5009","3000003980","1","APO","APPLIED ABATEMENT CONCEPTS, LLC",,"06/05/2012","2012","CWA","04","AFR","500",,,"48000",
"3000030909","05-2012-7140","3000004440","1","APO","Chicago Cold Storage Co. - CAFO",,"06/19/2012","2012","EPCRA","05","AFR","0",,,"0",
"3000031678","06-2012-1241","3000004683","1","ACO","Whorton MHP",,"06/01/2012","2012","SDWA","06","AFR",,,,"7500000",
"3000028611","04-2012-2047","3000003905","1","APO","LESLIE'S POOLMART, INC.",,"06/07/2012","2012","EPCRA","04","AFR","11505",,,"0",
"3000029037","04-2012-5006","3000003961","1","APO","HEARTLAND EXPRESS",,"05/01/2012","2012","CWA","04","AFR","500",,,"11500",
"3000030092","05-2012-0061","3000004160","1","APO","International Control Services CAFO",,"06/13/2012","2012","EPCRA","05","AFR","10045",,"48700","0",
"3000030456","07-2012-0166","3000004283","1","ACO","OMAHA LEAD SUPERFUND SITE AND JOHN D EINUNG",,"06/18/2012","2012","CERCLA","07","AFR",,,,"0",
"3000029342","01-2012-2516","3000004482","1","APO","PLEASANT ACRE FARMS LLC",,"06/21/2012","2012","CWA","01","AFR","10000",,,"0",
"3000021023","10-2012-0136","3000005020","1","APO","Curtis O. Baney Martial Trust",,"06/21/2012","2012","TSCA","10","AFR","24600",,,"150",
"3000033348","02-2012-8902","3000005025","1","APO","ABAR's Garage, Inc. (SB)",,"06/19/2012","2012","SDWA","02","AFR","450",,,"0",
"3000034344","06-2012-4326","3000005240","1","APO","Northshore Street - Warehouse 15",,"05/16/2012","2012","CWA","06","AFR","2450",,,"8000",
"2600096168","06-2012-3530","3000004268","1","APO","Wichita Falls City of Cypress WTP",,"05/17/2012","2012","CAA","06","AFR","2400",,,"0",
"3000033209","09-2012-5508","3000005005","1","APO","USTPO FY12 Kayenta Mustang (NAV-114)",,"06/11/2012","2012","RCRA","09","AFR","210",,,"500",
"3000033340","04-2012-5007","3000005023","1","APO","POPE TRANSPORT COMPANY",,"06/21/2012","2012","CWA","04","AFR","3000",,,"450000",
"3000033873","04-2012-3021","3000005061","1","APO","HEALTHTEX DISTRIBUTORS, INC.",,"06/26/2012","2012","FIFRA","04","AFR","4570",,,"500",
"3000001343","08-2012-0036","3000004963","1","APO","BUFFALO CREEK RANCH",,"06/26/2012","2012","SDWA","08","AFR","0",,,"500",
"3000032778","08-2012-0069","3000004965","1","APO","CONCRETE COATINGS",,"06/05/2012","2012","CAA","08","AFR","25500",,,"0",
"3000033129","08-2012-0071","3000005000","1","ACO","LONE PINE GAS INC OIL SPILL SPRING CREEK GULCH",,"05/17/2012","2012","CWA","08","AFR",,,,"0",
"3000033267","04-2012-3018","3000005013","1","APO","CLUB CARE, INC.",,"06/19/2012","2012","FIFRA","04","AFR","100",,,"1000",
"3000033297","10-2012-0153","3000005017","1","APO","University of Oregon Physical Plant",,"06/13/2012","2012","RCRA","10","AFR","210",,,"300",
"3000034455","05-2012-7146","3000005267","1","APO","American Bottling Co. (Grand Ledge) ESA",,"07/03/2012","2012","EPCRA","05","AFR","2000",,,"0",
"3000021044","06-2012-3554","3000006300","1","APO","FloMin, Inc.",,"06/21/2012","2012","CAA","06","AFR","600",,,"300",
"3000038875","02-2012-2011","3000006400","1","ACO","Alliant Techsystem Inc.",,"06/14/2012","2012","CERCLA","02","AFR",,,,"196000",
"3000042084","07-2012-0193","3000006740","1","APO","LARRY BROWN AND KAREN BROWN",,"07/27/2012","2012","TSCA","07","AFR","2400",,,"5",
"3000036623","03-2012-0181","3000005784","1","APO","CHESPEAKE APPALACHIA, LLC (3 FACILITIES)",,"06/29/2012","2012","CAA","03","AFR","99952",,,"53984",
"3000037424","05-2012-5395","3000005987","1","NOD","Solutia Inc.",,"06/21/2012","2012","CAA","05","AFR",,,,"0",
"3000002888","06-2012-1793","3000000233","1","ACO","CSC Oil Company",,"02/15/2012","2012","CWA","06","AFR",,,,"5000",
"3000002879","06-2012-1791","3000000229","1","ACO","BMC Petroleum, Inc.",,"02/17/2012","2012","CWA","06","AFR",,,,"5000",
"3000004184","06-2012-2704","3000000380","1","APO","Duke Realty Limited Partnership",,"02/14/2012","2012","CWA","06","AFR","1000",,,"0",
"3000004439","06-2012-2905","3000000450","1","ACO","Van Der Horst",,"02/08/2012","2012","CERCLA","06","AFR",,,,"0",
"3000004445","02-2012-3006","3000000453","1","ACO","Burton F. Clark, Inc.",,"11/01/2011","2012","CWA","02","AFR",,,,"52200",
"3000007227","06-2012-4502","3000000837","1","APO","EOG Resources, Inc.",,"03/05/2012","2012","CWA","06","AFR","500",,,"34000",
"3000040671","05-2012-0085","3000006643","1","APO","THE SCHAWBEL CORPORATION",,"07/09/2012","2012","FIFRA","05","AFR","7500",,,"0",
"3000040956","06-2012-4325","3000006648","1","APO","Curry Lease Tank Battery",,"06/25/2012","2012","CWA","06","AFR","2850",,,"4000",
"2600098534","10-2012-0080","3000000244","1","APO","US Ecology Idaho, Incorporated",,"03/12/2012","2012","EPCRA","10","AFR","184000",,,"2200",
"3000039238","09-2012-5515","3000006521","1","APO","USTPO FY12 Shanto Trading Post (NAV-316)",,"07/13/2012","2012","RCRA","09","AFR","210",,,"0",
"3000039284","05-2012-7152","3000006528","1","NOD","Lawrence Technological University (Southfield) NOD",,"07/16/2012","2012","EPCRA","05","AFR",,,,"200",
"3000039498","02-2012-8097","3000006568","1","ACO","JBMDL (Dix I/R)",,"06/22/2012","2012","SDWA","02","AFR",,,,"1500",
"3000038348","10-2012-0167","3000006280","1","APO","Astro #604",,"04/09/2012","2012","RCRA","10","AFR","840",,,"3400",
"600013080","03-2006-0316","3000006722","1","CDC","SHENANGO INCORPORATED (CAA/CWA)","07/24/2012","11/06/2012","2013","CAA","03","JDC","875000","875000",,"10850000",
"3000039267","05-2012-2007","3000006526","1","APO","MARATHON (FORMER CLARK STORE #421)",,"07/11/2012","2012","RCRA","05","AFR","840",,,"100",
"3000042116","07-2012-0194","3000006760","1","APO","KAY FARMS ELEVATOR, INC",,"07/17/2012","2012","FIFRA","07","AFR","2640",,,"500",
"3000042366","07-2012-0196","3000006862","1","NOD","HOLCIM USA, INC",,"07/30/2012","2012","RCRA","07","AFR",,,,"500",
"3000044123","05-2012-0090","3000007043","1","ECI","JOHNSONDIVERSEY (IMPORT)",,"06/29/2012","2012","FIFRA","05","AFR",,,,"0",
"3000045260","03-2012-6040","3000007300","1","NOD","MD PORT ADMIN - COX CREEK DREDGE MATERIAL CONTAINMENT",,"08/08/2012","2012","RCRA","03","AFR",,,,"100",
"3000001357","03-2012-0094","3000000143","1","APO","SWATARA TOWNSHIP",,"02/16/2012","2012","CWA","03","AFR","43300",,,"47940",
"3000026829","06-2012-1824","3000006642","1","ACO","Amado Recycling",,"07/06/2012","2012","CWA","06","AFR",,,,"0",
"3000041219","07-2012-0188","3000006659","1","APO","NICHOLS ALUMINUM  AND NICHOLS ALUMINUM CASTING",,"07/23/2012","2012","RCRA","07","AFR","53078",,,"20010",
"3000041243","05-2012-1025","3000006661","1","AOC","PIQUA HOSPITAL AOC (CERCLA)",,"07/17/2012","2012","CERCLA","05","AFR",,,,"0","20000"
"3000043640","03-2012-6041","3000007034","1","NOD","MSHA - EASTERN REGIONAL LAB",,"07/18/2012","2012","RCRA","03","AFR",,,,"500",
"3000044681","03-2012-6078","3000007140","1","NOD","PA COMMISSION FOR COMMUNITY COLLEGES - MONTGOMERY COUNTY COMMUNITY COLLEGE - POTTSTOWN CAMPUS",,"07/30/2012","2012","RCRA","03","AFR",,,,"100",
"3000042288","04-2012-5761","3000006840","1","ACO","DOUGLASVILLE, GA, CITY OF - HUNTER PARK",,"07/25/2012","2012","CWA","04","AFR",,,,"19440",
"2200022416","01-2011-2010","3000006920","1","APO","GRIMMEL INDUSTRIES",,"06/15/2012","2012","CWA","01","AFR","75000",,"150000","0",
"600029487","01-2007-2027","3000007032","2","JOA","PORTSMOUTH WWTP","07/02/2012","02/15/2013","2013","CWA","01","JDC",,,,"70000000",
"3000043687","03-2012-6068","3000007039","1","NOD","PHILADELPHIA, SCHOOL DISTRICT OF (WILLIAM D KELLEY ELEMENTARY SCHOOL)",,"07/18/2012","2012","RCRA","03","AFR",,,,"300",
"3000044887","02-2012-2007","3000007200","1","AOC","NL Industries, Inc.",,"07/31/2012","2012","CERCLA","02","AFR",,,,"550000","50530.53"
"1400010687","02-2008-0032","3000007320","1","CDC","Mercury Refining Inc. et al.","08/06/2012","09/17/2012","2012","CERCLA","02","JDC",,,,"9300000",
"3000045294","06-2012-1117","3000007321","1","ACO","GREG SPARKS - 1",,"06/12/2012","2012","SDWA","06","AFR",,,,"0",
"600011100","04-2006-9036","3000000108","1","CDC","WRIGHT BROTHERS CONSTRUCTION COMPANY (04-2012-C008)","12/12/2011","01/26/2012","2012","CWA","04","JDC","1500000",,,"1300000",
"3000043582","03-2012-0171","3000007031","1","ACO","TURNER CONSTRUCTION CO & TOMPKINS BUILDERS, INC (5 FACILITIES)",,"07/17/2012","2012","CWA","03","AFR",,,,"75000",
"600035624","05-2007-0052","3000007041","1","CDC","Wilmette Real Estate & Management Company, LLC","05/25/2012","05/30/2012","2012","TSCA","05","JDC","62500",,,"2300000",
"3000044125","05-2012-0091","3000007045","1","ECI","AMVAC (IMPORT)",,"07/27/2012","2012","FIFRA","05","AFR",,,,"0",
"3000045145","03-2012-6049","3000007282","1","NOD","PA COMMISSION FOR COMMUNITY COLLEGES - LEHIGH CARBON COMMUNITY COLLEGE - MAIN CAMPUS",,"07/30/2012","2012","CWA","03","AFR",,,,"8450",
"3000047699","04-2012-2649","3000007902","1","APO","DAVID N. WICKER",,"08/03/2012","2012","TSCA","04","AFR","500",,,"2",
"3000049933","04-2012-5012","3000008092","1","APO","PINOVA, INC.",,"08/21/2012","2012","CWA","04","AFR","500",,,"88751",
"3000050688","03-2012-6038","3000008251","1","NOD","MD STATE HIGHWAY ADMIN KENSINGTON SALT STORAGE",,"08/16/2012","2012","CWA","03","AFR",,,,"443",
"2600051827","04-2011-9024","3000000106","1","CDC","MID-VALLEY PIPELINE/SUNOCO (04-2012-C007)","02/27/2012","02/28/2012","2012","CWA","04","JDC","275000",,,"0",
"3000045164","04-2012-4780","3000007288","1","ACO","DOTHAN, AL, CITY OF (DOTHAN NEW CYPRESS CREEK WWTP/OSMUSSEE CREEK WWTP & LITTLE CHOCTAWHATCHEE WWTP)",,"07/23/2012","2012","CWA","04","AFR",,,,"7000000",
"3000008057","04-2012-5004","3000000930","1","APO","BOYD BROTHERS TRANSPORTATION, INC.",,"03/23/2012","2012","CWA","04","AFR","500",,,"39191.28",
"2600061114","02-2011-7110","3000000939","1","APO","Port Authority of New York and New Jersey",,"03/19/2012","2012","RCRA","02","AFR","61000",,,"1400",
"2600070556","06-2011-1906","3000003820","1","APO","Mora Mutual Sewer",,"06/07/2012","2012","CWA","06","AFR","3500",,,"0",
"3000027630","02-2012-7951","3000003822","1","APO","Wood Farms, LLC (SB) et al.",,"06/07/2012","2012","RCRA","02","AFR","420",,,"500",
"3000045500","03-2012-0198","3000007400","1","APO","NATIONAL BEEF PACKING CO, LLC",,"08/07/2012","2012","CAA","03","AFR","45830",,,"80092",
"3000045503","03-2012-6045","3000007401","1","NOD","MD STATE HIGH ADMIN - OWNINGS MILL SHOP",,"07/18/2012","2012","CWA","03","AFR",,,,"6200",
"2600051344","06-2011-1890","3000007881","1","APO","Springer, Town of",,"08/16/2012","2012","CWA","06","AFR","6000",,,"0",
"2600093221","06-2012-1725","3000000100","1","APO","Jireh Resources, LLC",,"03/05/2012","2012","CWA","06","AFR","11000",,,"5000",
"3000045433","05-2012-0092","3000007382","1","APO","Donald and Sarah Kissel CAFO",,"08/06/2012","2012","TSCA","05","AFR","900",,,"0",
"3000045808","04-2012-2066","3000007481","1","APO","TOHOPEKALIGA WATER AUTHORITY (PEABODY WATER TREATMENT PLANT)",,"07/31/2012","2012","CERCLA","04","AFR","3115",,,"100",
"3000045828","09-2012-5108","3000007483","1","APO","Service Plating Co.",,"08/09/2012","2012","RCRA","09","AFR","3150",,,"100",
"3000046440","10-2012-8007","3000007611","1","APO","VBN SALES, LLC",,"08/08/2012","2012","CAA","10","AFR","1000",,,"4470",
"2600057900","08-2011-0198","3000000140","1","APO","Farmers Union Oil Company of McLaughlin",,"02/28/2012","2012","RCRA","08","AFR","16700",,,"0",
"3000008006","02-2012-3103","3000000921","1","ACO","Chevron Phillips Chemical Puerto Rico Core, LLC",,"12/29/2011","2012","CWA","02","AFR",,,,"41000",
"3000050948","05-2012-5043","3000008263","1","ACO","PARKER HANNIFAN GEAR PUMP DIVISION",,"08/16/2012","2012","CAA","05","AFR",,,,"0",
"2600103878","10-2012-0096","3000007827","1","FFC","USDI, NPS, MOUNT RAINIER NATIONAL PARK PARADISE WWTP - FEDERAL FACILITY COMPLIANCE AGREEMENT (FF)",,"06/08/2012","2012","CWA","10","AFR",,,,"50000",
"3000047242","06-2012-1265","3000007828","1","ACO","Timer Water System",,"06/13/2012","2012","SDWA","06","AFR",,,,"750000",
"3000047244","06-2012-1239","3000007830","1","ACO","Town North Village",,"07/13/2012","2012","SDWA","06","AFR",,,,"120000",
"3000018804","10-2012-0132","3000007831","1","ACO","JOINT SCHOOL DISTRICT #171 (TIMBERLINE HIGH SCHOOL WWTP) - COMPLIANCE ORDER BY CONSENT",,"06/04/2012","2012","CWA","10","AFR",,,,"275117",
"1400000451","05-2008-0923","3000008002","1","CDC","SOUTH GREEN PLATING SHOP","07/25/2012","09/21/2012","2012","CERCLA","05","JDC",,,,"0","430000"
"3000049864","04-2012-8010","3000008083","1","APO","SIEMER MILLING COMPANY",,"08/16/2012","2012","CAA","04","AFR","3360",,,"15000",
"3000050157","06-2012-0621","3000008107","1","NOD","Genesis Crude Oil; LP",,"08/16/2012","2012","EPCRA","06","AFR",,,,"1500",
"3000001210","02-2012-0802","3000000082","1","NOD","Aleris Rolled Products, Inc.",,"03/06/2012","2012","EPCRA","02","AFR","0",,,"5000",
"2600103418","08-2012-0027","3000000150","1","ACO","XSR. INC.",,"02/13/2012","2012","SDWA","08","AFR",,,,"12000",
"3000009540","02-2012-7101","3000001014","1","APO","Battery Recycling Company, Inc.",,"02/21/2012","2012","RCRA","02","AFR","112500",,"598935","6700000",
"3000050538","02-2012-3053","3000008202","1","ACO","College Point Yacht Club Inc. (SB)",,"08/16/2012","2012","CWA","02","AFR",,,,"4500",
"3000009204","02-2012-3112","3000000965","1","ACO","Puerto Rico Department of Education",,"03/29/2012","2012","CWA","02","AFR",,,,"11000",
"3000009333","05-2012-5015","3000000979","1","APO","COUNTRYSIDE LANDFILL - USA WASTE SVC",,"03/30/2012","2012","CAA","05","AFR","87557",,,"0",
"3000039566","02-2012-0826","3000006580","1","NOD","Interface Solutions, Inc.",,"07/17/2012","2012","EPCRA","02","AFR","0",,,"2000",
"3000047592","04-2011-0162","3000007888","1","NOD","NEXAIR, LLC",,"07/30/2012","2012","EPCRA","04","AFR","0",,,"100",
"3000049773","02-2012-0829","3000008042","1","NOD","Stollberg, Inc.",,"08/17/2012","2012","EPCRA","02","AFR","0",,,"2000",
"3000049831","04-2012-2905","3000008080","1","APO","SCT YARNS",,"08/16/2012","2012","TSCA","04","AFR","1000",,,"0",
"3000049952","06-2011-1391","3000008093","1","ACO","Apple Pizza Deli",,"08/29/2011","2011","SDWA","06","AFR",,,,"5000",
"2600053107","06-2011-6122","3000008123","1","APO","State Wide Remodeling, Inc.",,"04/19/2012","2012","TSCA","06","AFR","33820",,,"100",
"2600056636","02-2011-3355","3000001002","1","APO","Allied Waste of Ponce, Inc.",,"02/09/2012","2012","CWA","02","AFR","20000",,,"0",
"3000009458","02-2012-5303","3000001005","1","APO","Superior Angran, Inc. (SB)",,"03/29/2012","2012","FIFRA","02","AFR","17200",,,"4700",
"3000009651","04-2011-4762","3000001043","1","ACO","EASTERN BAND OF CHEROKEE INDIANS",,"03/29/2012","2012","CWA","04","AFR",,,,"126000",
"27843","05-1991-0254","3000006601","7","CDC","UNITED SCRAP LEAD - SENSER METAL/SAUL SENSER","01/09/2013","03/07/2013","2013","CERCLA","05","JDC",,,,"0","250138"
"3000052598","02-2012-3061","3000008430","1","ACO","Clark Developers, LLC",,"08/23/2012","2012","CWA","02","AFR",,,,"26100",
"3000053431","06-2012-4812","3000008650","1","APO","Cameron 7 Terminal",,"07/25/2012","2012","CWA","06","AFR","14400",,,"46800",
"3000052596","02-2012-2016","3000008428","1","AOC","NL Industries, Inc.",,"08/24/2012","2012","CERCLA","02","AFR",,,,"0","1550000"
"3000033202","06-2012-3567","3000008460","1","APO","George's, Inc., Further Processing Plant",,"08/22/2012","2012","CAA","06","AFR","5400",,,"53985",
"3000008200","02-2012-8401","3000000960","1","APO","Great Gun Beach",,"03/29/2012","2012","SDWA","02","AFR","1993",,,"0",
"3000009364","05-2012-0038","3000000985","1","APO","Petsmart, Inc.",,"03/27/2012","2012","FIFRA","05","AFR","156000",,,"0",
"3000009373","10-2012-0026","3000000986","1","AOC","COLVILLE POST & POLE",,"03/29/2012","2012","CERCLA","10","AFR",,,,"0","5000"
"3000029071","10-2012-0147","3000006666","1","APO","M.L. ALBRIGHT AND SONS INC MAINTENANCE SHOP - EXPEDITED SPCC SETTLEMENT AGREEMENT",,"07/25/2012","2012","CWA","10","AFR","1850",,,"2000",
"3000052622","06-2012-1862","3000008443","1","ACO","CSC Oil Company",,"08/21/2012","2012","CWA","06","AFR",,,,"5000",
"3000052860","06-2012-4818","3000008501","1","APO","ZXP Technologies",,"08/01/2012","2012","CWA","06","AFR","19500",,,"0",
"3000053008","09-2012-5524","3000008583","1","APO","USTPO FY12 AAA Safe Storage North (0-008653)",,"08/03/2012","2012","RCRA","09","AFR","910",,,"673.2",
"3000033197","06-2012-3566","3000008142","1","APO","Cargill Turkey Products - Springdale Plant",,"08/15/2012","2012","CAA","06","AFR","4500",,,"7745",
"3000050732","02-2012-4107","3000008256","1","APO","Weldon Asphalt Company (SB)",,"08/21/2012","2012","EPCRA","02","AFR","21200",,,"2000",
"3000005252","06-2012-0505","3000000540","1","APO","Arkansas Lime Company",,"03/14/2012","2012","EPCRA","06","AFR","45922",,,"1500",
"3000012740","06-2012-1340","3000001249","1","ACO","Oak Country Properly Owners Association",,"10/04/2011","2012","SDWA","06","AFR",,,,"750000",
"3000031931","10-2012-0151","3000008660","1","APO","FIR RIDGE HOLSTEINS FARM LLC - CONSENT AGREEMENT AND FINAL ORDER",,"08/30/2012","2012","CWA","10","AFR","7000",,,"30000",
"3000054327","05-2012-0096","3000008728","1","APO","THE SCHAWBEL CORP",,"08/16/2012","2012","FIFRA","05","AFR","7500",,,"0",
"2600070760","06-2011-1900","3000001387","1","APO","New Mexico Department of Game & Fish",,"04/20/2012","2012","CWA","06","AFR","6000",,,"6000",
"3000010920","02-2012-8020","3000001141","1","ACO","Fast Foto Inc. #1 - Vitraco Mall",,"04/05/2012","2012","SDWA","02","AFR",,,,"600",
"3000019630","02-2012-7946","3000001984","1","APO","Indian River Central High School et al.",,"05/08/2012","2012","RCRA","02","AFR","630",,,"300",
"3000055164","10-2012-0191","3000008840","1","ACO","Pier 99 - Portland Site (EE/CA)",,"08/30/2012","2012","CERCLA","10","AFR",,,,"30000",
"3000055683","09-2012-2513","3000008923","1","ACO","ARCO Consent Agreement for Funding Removal at Anaconda Copper Site",,"06/07/2012","2012","CERCLA","09","AFR",,,,"420000",
"3000057112","02-2012-7970","3000009000","1","APO","Alawadi Food Market (SB)(former U.S. Food Mart) et al.",,"07/02/2012","2012","RCRA","02","AFR","140",,,"500",
"3000057621","03-2012-0218","3000009032","1","ACO","NEW TECH BIO, INC",,"08/10/2012","2012","FIFRA","03","AFR",,,,"0",
"3000019623","02-2012-9207","3000001982","1","APO","Rockefeller University",,"05/02/2012","2012","TSCA","02","AFR","6035",,,"1000",
"3000036926","09-2012-3507","3000005884","1","APO","Nikkiso Cryo, Inc. (CAA 112r)",,"06/15/2012","2012","CAA","09","AFR","5680",,,"5680",
"3000036938","02-2012-0825","3000005885","1","NOD","United Precious Metals Refining, Inc.",,"06/28/2012","2012","EPCRA","02","AFR","0",,,"3000",
"3000012324","03-2012-7002","3000001224","1","NOD","CLOSURE SYSTEMS INTERNATIONAL AMERICAS, INC",,"12/20/2011","2012","EPCRA","03","AFR",,,,"0",
"3000014329","04-2012-3762","3000001356","1","ACO","CTS OF ASHEVILLE, INC.",,"01/26/2012","2012","CERCLA","04","AFR",,,,"1000000",
"3000057614","04-2012-1519","3000009044","1","APO","W.N.B., INC.",,"08/23/2012","2012","CAA","04","AFR","100",,,"25",
"3000057859","04-2012-3027","3000009047","1","APO","SOUTHERN STATES SIMPSON COOPERATIVE, INC.",,"09/05/2012","2012","FIFRA","04","AFR","440",,,"100",
"3000019632","02-2012-8503","3000001985","1","ACO","Coastal Express, Inc. (SB)",,"05/08/2012","2012","SDWA","02","AFR",,,,"12000",
"3000036885","02-2012-0816","3000005861","1","NOD","New York Air Brake Corporation",,"07/10/2012","2012","EPCRA","02","AFR","0",,,"5000",
"3000012171","02-2012-8017","3000001218","1","ACO","Caribbean Health and Fitness Center",,"04/05/2012","2012","SDWA","02","AFR",,,,"60",
"2600070066","01-2012-3004","3000003500","1","APO","CRYSTAL COLD STORAGE & WAREHOUSE (SB)",,"04/30/2012","2012","EPCRA","01","AFR","17000",,,"0",
"3000057578","04-2012-1517","3000009027","1","APO","R. L. CONSTRUCTION, INC.",,"09/05/2012","2012","CAA","04","AFR","2313",,,"100",
"3000057974","06-2012-0628","3000009058","1","NOD","Texas Instruments - North Campus",,"09/11/2012","2012","EPCRA","06","AFR",,,,"1500",
"3000058092","03-2012-0170","3000009081","1","APO","TURNER CONSTRUCTION CO & TOMPKINS BUILDERS, INC (5 FACILITIES)",,"08/27/2012","2012","CWA","03","AFR","100000",,,"100000",
"3000058129","03-2012-6070","3000009084","1","NOD","PHILADELPHIA, SCHOOL DISTRICT OF (ROxBOROUGH HIGH SCHOOL)",,"08/15/2012","2012","RCRA","03","AFR",,,,"2750",
"3000052252","06-2012-0625","3000008301","1","NOD","Hempel (USA), Inc",,"08/23/2012","2012","EPCRA","06","AFR",,,,"1500",
"3000052379","05-2012-9919","3000008386","1","APO","PETRO-CHEM PROCESSING GROUP OF NOTRU LLC",,"08/27/2012","2012","RCRA","05","AFR","23130",,,"200",
"3000011987","09-2012-7000","3000001203","1","APO","TSCA-FY12 TSCA 203-Florence High School",,"02/10/2012","2012","TSCA","09","AFR",,,,"43259",
"1800053689","02-2010-0003","3000001652","5","NLP","Motors Liquidation Company f/k/a General Motors Corporation (NC)","04/30/2012","06/29/2012","2012","CERCLA","02","JDC",,,,"0","896566"
"3000062676","09-2012-3517","3000009633","1","APO","Precision Castparts Corp. EPCRA 312 Audit Disclosure",,"09/26/2012","2012","EPCRA","09","AFR","0",,,"0",
"3000052755","06-2012-3578","3000009670","1","APO","Plainview BioEnergy, LLC",,"09/04/2012","2012","CAA","06","AFR","7400",,,"750",
"3000072520","05-2012-5054","3000010037","1","APO","WAYNE/SCOTT FETZER",,"12/14/2011","2012","CAA","05","AFR","4000",,,"19246",
"3000048545","06-2012-1843","3000009425","1","APO","MMHF, LLC",,"09/19/2012","2012","CWA","06","AFR","20000",,,"0",
"3000063491","06-2012-2913","3000009430","1","AOC","Arkansas Waste to Energy",,"08/13/2012","2012","CERCLA","06","AFR",,,,"0","12727"
"3000070189","02-2012-8310","3000009927","1","ACO","Canabon El Parque Community",,"08/03/2012","2012","SDWA","02","AFR",,,,"17500",
"3000033757","06-2012-3558","3000009952","1","APO","HWTG Fort Smith",,"10/10/2012","2013","CAA","06","AFR","1200",,,"1100",
"3000064871","04-2012-4515","3000009556","1","APO","NORTH CAROLINA DEPARTMENT OF TRANSPORTATION (NCDOT) UPWARD ROAD-SR-1793",,"09/27/2012","2012","CWA","04","AFR","15000",,,"0",
"3000065135","09-2012-3521","3000009597","1","APO","Cyanco (CAA 112r)",,"09/26/2012","2012","CAA","09","AFR","1200",,,"0",
"3000067214","02-2012-4001","3000009715","1","APO","Talisman Energy USA Inc.",,"09/24/2012","2012","EPCRA","02","AFR","42800",,,"2000",
"3000066044","09-2012-3527","3000009726","1","APO","Cyano CERCLA 103 / EPCRA 304  Penalty Action",,"09/26/2012","2012","CERCLA","09","AFR","52600",,,"0",
